id,employment,age
50001,24195,41.3
50003,26148,45.1
50005,18431,42.1
50007,122646,36.2
50009,2428,47.4
50011,23261,39.6
50013,2548,45.5
50015,15885,39.7
50017,14443,43.8
50019,15620,43.7
50021,39548,44.3
50023,44626,42.3
50025,34207,44.9
50027,35222,45.8
51000,4633650,37.5
51001,18423,44.7
51003,107650,38.2
51005,12124,45.8
51007,4883,42.7
51009,13988,42
51011,5840,42.8
51013,204092,33.4
51015,63536,42.9
51017,2878,47.5
51019,32071,44.3
51021,2797,43.6
51023,14282,44.9
51025,6765,41.3
51027,10112,43.8
51029,6331,41.7
51031,79753,41.1
51033,9137,38.9
51035,21076,44.7
51036,2580,46.6
51037,5743,43.7
51041,155185,37.6
51043,6639,44.9
51045,1594,44.8
51047,19441,38.2
51049,2152,41.6
51051,4607,43
51053,42044,40.7
51057,5389,43.2
51059,791674,37.3
51061,33093,41.3
51063,5817,43.6
51065,6482,41.1
51067,19904,44.1
51069,63027,39.1
51071,6918,43.2
51073,14310,42.6
51075,15450,45.2
51077,4900,46.7
51079,4640,39.3
51081,10074,40.9
51083,17329,44.7
51085,54004,41
51087,199949,37.5
51089,37001,44.7
51091,1446,52.5
51093,17200,43.8
51095,53979,44.9
51097,2405,45.2
51099,15165,36.6
51101,5061,39.4
51103,6952,54.1
51105,9332,41.2
51107,147385,34.8
51109,14633,42.6
51111,4559,43.8
51113,6632,44.1
51115,3904,50.1
51117,17006,45.8
51119,5064,51
51121,57557,26.6
51125,5446,47.6
51127,5002,42.4
51131,7051,47.8
51133,4711,53.6
51135,7743,41.4
51137,11587,42.6
51139,9389,43
51141,7646,46.8
51143,54573,44.2
51145,9073,41.6
51147,11214,30.9
51149,28786,38
51153,171347,33.5
51155,18062,44.1
51157,3790,47.5
51159,3866,43.5
51161,75935,43.3
51163,19709,46.5
51165,74456,40.4
51167,11942,43
51169,7763,44.7
51171,19857,43.1
51173,18361,43.1
51175,11819,44.3
51177,70249,36.4
51179,39348,34.6
51181,2813,45
51183,4383,40.6
51185,20980,43.2
51187,14929,39.7
51191,42527,43.7
51193,5723,46.6
51195,21984,39
51197,14755,43.2
51199,33478,39.4
51510,112706,35.6
51515,0,42.9
51520,0,41.3
51530,0,37.6
51540,0,27.8
51550,119437,37
51560,0,0
51570,0,41.9
51580,0,42.9
51590,0,42.6
51595,0,37.9
51600,0,39.1
51610,0,39
51620,0,40.7
51630,0,28.8
51640,0,42.4
51650,80167,35.5
51660,0,22.7
51670,0,36.5
51678,0,22.8
51680,0,30.3
51683,0,32.1
51685,0,30.9
51690,0,43.6
51700,115680,32.3
51710,228219,29.7
51720,0,40
51730,0,39.8
51735,0,43.5
51740,56110,35.7
51750,0,22.4
51760,179621,32
51770,80722,38.5
51775,0,40.5
51780,0,0
51790,0,42.2
51800,29835,37.9
51810,246892,34.9
51820,0,38.8
51830,0,23.8
51840,0,35.1
53000,3631419,37.3
53001,8972,29
53003,8069,43.5
53005,86760,35.6
53007,50619,39.3
53009,34699,49
53011,170392,36.7
53013,2127,48.3
53015,46286,40.2
53017,12147,36.8
53019,2727,47.3
53021,28270,28.4
53023,1346,49
53025,39656,32.1
53027,33088,41.9
53029,35825,43.2
53031,14745,53.9
53033,1416560,37.1
53035,123044,39.4
53037,18499,31.9
53039,9330,45.3
53041,34846,41.5
53043,5103,47.6
53045,19358,44.4
53047,23112,42.9
53049,9728,50.8
53051,4050,47.8
53053,353708,35.9
53055,10248,52.7
53057,61823,40.1
53059,2896,44
53061,290253,37.1
53063,256075,36.8
53065,15993,45
53067,121301,38.5
53069,1591,52.3
53071,33366,36.7
53073,103790,36.6
53075,22396,24.4
53077,118621,32.2
54000,894013,41.3
54001,5522,41.5
54003,38609,37.6
54005,10281,40.7
54007,5817,43.8
54009,10927,44.8
54011,64687,38.7
54013,2722,45.1
54015,2824,41.5
54017,2622,42.4
54019,16674,43
54021,3045,38
54023,5734,44
54025,18614,45
54027,7419,42.6
54029,16092,45.3
54031,8467,42.8
54033,43113,41.8
54035,12079,42.2
54037,19488,38.9
54039,134071,42.4
54041,7701,43.4
54043,4386,41.2
54045,13692,42.4
54047,6051,43.8
54049,26583,41
54051,17768,44.3
54053,9170,42.4
54055,28649,42.5
54057,9725,42.3
54059,9214,40.9
54061,56745,29.1
54063,4350,45
54065,4861,45
54067,11056,43.3
54069,31837,43.5
54071,3653,47.3
54073,4245,42.4
54075,5341,47.1
54077,11178,42
54079,24395,40.9
54081,39464,41.1
54083,15904,43.4
54085,4956,44.3
54087,5776,43.5
54089,3948,45.7
54091,4608,42.3
54093,3905,46.3
54095,3395,45.2
54097,11313,40.9
54099,11898,41.3
54101,3319,44.1
54103,6245,44.8
54105,1480,44.4
54107,51648,42.2
54109,6747,42.6
55000,3501835,38.5
55001,8984,49.2
55003,11987,40.3
55005,31404,43.1
55007,7608,49.4
55009,180057,36.2
55011,10373,44.1
55013,8754,49.1
55015,22595,38.4
55017,31339,40.1
55019,18063,37.2
55021,30049,41
55023,12138,44.7
55025,372363,34.4
55027,49134,40.7
55029,20378,49.4
55031,21343,39.8
55033,23245,33.5
55035,69528,33.4
55037,1723,49
55039,59670,40.2
55041,5290,44.1
55043,28150,36.4
55045,22291,41.1
55047,11085,44.5
55049,16908,41.1
55051,3855,51
55053,12484,41.4
55055,48720,38.2
55057,12062,43.6
55059,75186,36.3
55061,10499,42.2
55063,81221,35.2
55065,7037,40.4
55067,11346,45.7
55069,16271,44.7
55071,44014,43
55073,90090,39.4
55075,26085,45.7
55077,5967,47.4
55078,2300,31.4
55079,601608,33.6
55081,26024,39.1
55083,14667,43.7
55085,26389,48
55087,124434,37.1
55089,51792,42.9
55091,3508,44.1
55093,17182,34.5
55095,22173,42.5
55097,43013,35.8
55099,9062,48.3
55101,94497,39
55103,9781,43
55105,84544,38
55107,8656,45.8
55109,38156,36.7
55111,45976,40
55113,10597,47.2
55115,20100,43
55117,75939,40.3
55119,12822,41.8
55121,16605,40.8
55123,14174,41.5
55125,10873,50.7
55127,54708,38.1
55129,7652,47.7
55131,64962,40.9
55133,277470,42
55135,26712,43.5
55137,9076,46.2
55139,105054,37.9
55141,52033,42.6
56000,347935,36.8
56001,20682,26.8
56003,6737,41.8
56005,25807,31.9
56007,9578,38.9
56009,7119,39
56011,3844,43.6
56013,22027,38.5
56015,6866,43.6
56017,2995,48.6
56019,5318,44.8
56021,57647,37
56023,9322,37.4
56025,48251,36.8
56027,1689,46.1
56029,19151,43.6
56031,5535,47.5
56033,18174,41.9
56035,5142,38.3
56037,25867,32.8
56039,23975,36.9
56041,12066,33.9
56043,5395,41.8
56045,4748,42.3
